A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
-0.31	-0.09	-0.865	-0.775	0	0	0	0.99292	0.66457	0.75819	0	0	0	75291	Zbtb3	chr19
4.86	0.091	-0.006	-0.097	0	0	0	0.99965	0.99998	0.99972	0	0	0	70387	Ttc9c	chr19
8.06	0.26	0.515	0.255	0	0	0	0.99986	0.99801	0.99993	0	0	0	68693	Hnrnpul2	chr19
0.06	0.328	1.155	0.827	0	0.42	0	0.95658	0.34168	0.67589	0	0	0	14704	Gng3	chr19
5.2	-0.359	-0.489	-0.13	0	0	0	0.99979	0.99915	0.99999	0	0	0	14705	Bscl2	chr19
2.05	-0.01	1.611	1.622	0	2.31	2.39	0.99982	0.02494	0.02187	0	0	0	68852	Lrrn4cl	chr19
6.6	-0.005	-0.561	-0.556	0	0	0	1	0.99622	0.99763	0	0	0	225896	Ubxn1	chr19
3.56	-0.875	-0.951	-0.076	0	0	0	0.75631	0.611	0.99987	0	0	0	107197	Uqcc3	chr19
3.32	1.207	0.509	-0.698	0.86	0	0	0.20623	0.97103	0.8832	0	0	0	66276	1810009A15Rik	chr19
4.64	0.608	0.486	-0.122	0	0	0	0.9845	0.99592	0.99987	0	0	0	109077	Ints5	chr19
8.13	-0.218	-0.485	-0.267	0	0	0	0.99987	0.99809	0.99988	0	0	0	14376	Ganab	chr19
4.54	-0.874	-1.298	-0.424	0	-1.71	0	0.75041	0.06248	0.99613	0	0	0	72727	B3gat3	chr19
1.39	0.98	0.632	-0.348	0	0	0	0.52945	0.91791	0.9832	0	0	0	19881	Rom1	chr19
5.24	-0.286	-0.164	0.122	0	0	0	0.99963	0.99988	0.99995	0	0	0	225898	Eml3	chr19
7.29	0.787	0.671	-0.116	0	0	0	0.93566	0.98443	0.99998	0	0	0	23942	Mta2	chr19
4.55	-0.132	-0.43	-0.299	0	0	0	0.99969	0.9963	0.99905	0	0	0	70044	Tut1	chr19
7.33	-0.001	0.079	0.08	0	0	0	1	0.99998	0.99999	0	0	0	67160	Eef1g	chr19
12.29	-1.707	-1.067	0.64	-2.91	-0.28	0	0.00987	0.39488	0.92358	-1	0	0	66395	Ahnak	chr19
4.89	-3.211	-2.007	1.204	-11.9	-5.38	1.25	0	0.00034	0.12292	-1	-1	0	66514	Asrgl1	chr19
5.51	-0.131	-0.021	0.11	0	0	0	0.99997	1	0.99999	0	0	0	621699	Gm6252	NA
1.93	-4.906	-2.919	1.987	-11.67	-5.58	4.19	0	0.00027	0.00153	-1	-1	0	623688	Gm6445	NA
4.25	2.204	2.346	0.143	6.54	7.41	0	9e-05	4e-05	0.99927	1	1	0	16319	Incenp	chr19
9.92	-1.033	-0.295	0.739	-0.23	0	0	0.41263	0.99936	0.95546	0	0	0	14319	Fth1	chr19
0.08	-0.002	1.015	1.017	0	0.04	0.05	0.99981	0.48445	0.48206	0	0	0	74760	Rab3il1	chr19
6.22	-0.621	0.692	1.313	0	0	1.68	0.95409	0.92009	0.06576	0	0	0	60527	Fads3	chr19
6.43	-1.593	-0.018	1.575	-2.11	0	2.19	0.0341	0.99931	0.03023	0	0	0	56473	Fads2	chr19
7.46	-1.156	0.554	1.71	-0.54	0	2.67	0.30158	0.92239	0.01415	0	0	0	76267	Fads1	chr19
4.8	0.165	0.964	0.799	0	0	0	0.99548	0.5541	0.77832	0	0	0	14156	Fen1	chr19
5.04	0.344	-0.142	-0.485	0	0	0	0.99677	0.99948	0.99176	0	0	0	69038	Tmem258	chr19
3.46	-0.902	-0.381	0.521	0	0	0	0.68154	0.99235	0.98173	0	0	0	269060	Dagla	chr19
4.33	-2.8	-5.302	-2.502	-4.71	-11.65	-5.1	0.00077	0	0.00047	-1	-1	-1	54525	Syt7	chr19
-0.58	-1.75	-4.685	-2.935	-1.39	-7.6	-4.6	0.10199	3e-05	9e-04	0	-1	-1	278795	Lrrc10b	chr19
4.45	0.572	-0.338	-0.91	0	0	0	0.99679	0.99983	0.77922	0	0	0	66072	Sdhaf2	chr19
6.78	-0.168	-0.007	0.161	0	0	0	0.99992	1	0.99996	0	0	0	269061	Cpsf7	chr19
3.1	-0.041	-0.819	-0.778	0	0	0	0.99966	0.80963	0.8575	0	0	0	68642	Tmem216	chr19
1.8	0.756	0.363	-0.393	0	0	0	0.80603	0.98277	0.97523	0	0	0	72982	Tmem138	chr19
4.45	-0.945	-1.483	-0.538	0	-4	0	0.66635	0.00199	0.99826	0	-1	0	225912	Cyb561a3	chr19
3.46	0.93	-0.115	-1.045	0	0	-0.26	0.64401	0.99972	0.4007	0	0	0	225913	Tkfc	chr19
9.5	-0.095	-0.435	-0.339	0	0	0	0.99997	0.99914	0.99982	0	0	0	13194	Ddb1	chr19
5.94	-1.366	-1.109	0.257	-2.41	-0.72	0	0.02121	0.24609	0.99962	0	0	0	107305	Vps37c	chr19
6.92	1.952	1.743	-0.208	6.21	4.85	0	0.00013	0.00065	0.99978	1	1	0	98170	Tmem132a	chr19
6.25	1.132	0.48	-0.652	0.75	0	0	0.23857	0.99094	0.96655	0	0	0	68539	Tmem109	chr19
6.96	0.353	-0.001	-0.354	0	0	0	0.99953	1	0.99971	0	0	0	28000	Prpf19	chr19
5.14	0.427	0.815	0.388	0	0	0	0.99556	0.84984	0.99731	0	0	0	108673	Ccdc86	chr19
4.27	-4.42	-6.621	-2.2	-7.43	-12.35	-3.91	4e-05	0	0.00227	-1	-1	0	107350	AW112010	chr19
4.02	0.406	0.23	-0.176	0	0	0	0.99658	0.99936	0.9996	0	0	0	94063	Mrpl16	chr19
6.56	-1.518	-0.628	0.89	-2.12	0	0	0.03361	0.91706	0.67868	0	0	0	20908	Stx3	chr19
6.17	-0.606	-0.203	0.403	0	0	0	0.97363	0.99917	0.99693	0	0	0	225929	Patl1	chr19
6.67	-0.519	-0.247	0.271	0	0	0	0.99821	0.99989	0.99992	0	0	0	76303	Osbp	chr19
0.58	0.641	-0.288	-0.929	0	0	0	0.83019	0.97201	0.58031	0	0	0	17476	Mpeg1	chr19
4.74	-1.921	-2.949	-1.028	-2.91	-6.26	-0.1	0.00982	0.00013	0.46111	-1	-1	0	207521	Dtx4	chr19
1.71	1.269	1.224	-0.045	1.21	1.04	0	0.12994	0.16373	0.99938	0	0	0	107373	Fam111a	chr19
6.38	-0.008	-0.001	0.007	0	0	0	1	1	1	0	0	0	109910	Zfp91	chr19
2.91	0.459	-0.188	-0.647	0	0	0	0.98806	0.99902	0.95265	0	0	0	433224	Gm5512	chr19
5.11	0.254	1.124	0.869	0	0.59	0	0.99677	0.2859	0.73203	0	0	0	21888	Tle4	chr19
5.53	0.814	1.735	0.92	0	3.27	0	0.78755	0.00569	0.64126	0	1	0	107272	Psat1	chr19
2.95	1.131	0.881	-0.25	0.6	0	0	0.28168	0.70851	0.99585	0	0	0	208518	Cep78	chr19
7.33	0.082	0.513	0.431	0	0	0	0.99999	0.99868	0.9997	0	0	0	14682	Gnaq	chr19
1.43	0.523	0.196	-0.327	0	0	0	0.94675	0.99502	0.9849	0	0	0	595139	E030024N20Rik	chr19
3.66	-3.71	-4.172	-0.462	-10.01	-11.82	0	0	0	0.98683	-1	-1	0	14675	Gna14	chr19
6.54	-1.012	-0.799	0.213	-0.06	0	0	0.47873	0.79928	0.99727	0	0	0	271564	Vps13a	chr19
2.59	3.159	1.46	-1.699	6.47	1.7	-2.11	1e-04	0.06386	0.03413	1	0	0	353211	Prune2	chr19
3.39	-0.385	2.468	2.853	0	5.36	7.07	0.98745	0.00034	5e-05	0	1	1	14537	Gcnt1	chr19
5.75	-2.217	-1.018	1.198	-10.48	-0.16	1.84	0	0.43886	0.05171	-1	0	0	54391	Rfk	chr19
3.46	1.437	3.57	2.133	3.33	16.67	7.41	0.00525	0	4e-05	1	1	1	18552	Pcsk5	chr19
5.1	-0.878	-0.994	-0.116	0	0	0	0.82623	0.51779	0.99998	0	0	0	20409	Ostf1	chr19
2.44	-0.918	-1.052	-0.134	0	-0.29	0	0.66771	0.3887	0.99966	0	0	0	225994	Nmrk1	chr19
0.97	0.198	0.598	0.4	0	0	0	0.99546	0.93375	0.98115	0	0	0	67383	Carnmt1	chr19
3.77	0.402	0.418	0.016	0	0	0	0.96696	0.96617	0.99943	0	0	0	225995	D030056L22Rik	chr19
3.02	-1.296	-1.748	-0.452	-1.31	-3.41	0	0.11338	0.00466	0.98752	0	-1	0	225997	Trpm6	chr19
9.35	-2.313	-2.74	-0.427	-6.38	-8.32	0	0.00011	2e-05	0.98961	-1	-1	0	16952	Anxa1	chr19
1.12	4.336	3.776	-0.56	5.44	5.13	0	0.00033	0.00047	0.76188	1	1	0	11668	Aldh1a1	chr19
1.32	3.931	1.636	-2.294	4.21	1.25	-1.87	0.00156	0.12437	0.05002	1	0	0	26358	Aldh1a7	chr19
8.48	-0.285	0.161	0.446	0	0	0	0.99961	0.99987	0.99888	0	0	0	22682	Zfand5	chr19
3.53	-1.985	-0.263	1.722	-3.14	0	2.39	0.00695	0.97351	0.02207	-1	0	0	14544	Gda	chr19
3.97	0.607	0.194	-0.413	0	0	0	0.99139	0.9999	0.99915	0	0	0	66206	1110059E24Rik	chr19
4.74	-0.755	-0.359	0.396	0	0	0	0.83634	0.9872	0.98706	0	0	0	226016	Abhd17b	chr19
7.71	-0.703	-1.389	-0.685	0	-1.7	0	0.88803	0.06343	0.91233	0	0	0	83921	Tmem2	chr19
2.04	5.036	6.541	1.505	6.71	8.06	0.69	8e-05	2e-05	0.26036	1	1	0	226025	Trpm3	chr19
7.04	-0.756	0.439	1.195	0	0	1.05	0.87006	0.98857	0.16212	0	0	0	16601	Klf9	chr19
5.84	-0.148	0.025	0.173	0	0	0	0.99665	0.9995	0.99699	0	0	0	226026	Smc5	chr19
0.83	4.696	5.541	0.845	8.06	9.62	0	2e-05	1e-05	0.61529	1	1	0	71738	Mamdc2	chr19
3.64	0.023	0.196	0.174	0	0	0	0.9999	0.99882	0.99911	0	0	0	72351	Ptar1	chr19
4.08	0.021	0.17	0.149	0	0	0	0.9998	0.9981	0.99859	0	0	0	791290	Gm9938	NA
-0.14	1.768	3.111	1.343	2.02	5.18	0.8	0.03932	0.00043	0.22385	0	1	0	319924	Apba1	chr19
1.42	4.22	2.417	-1.803	5.06	2.91	-1.25	0.00052	0.00988	0.12373	1	1	0	381217	Fam189a2	chr19
8.08	-0.468	-0.125	0.343	0	0	0	0.96024	0.99593	0.98642	0	0	0	21873	Tjp2	chr19
1.74	0.315	0.259	-0.056	0	0	0	0.99624	0.99795	0.99971	0	0	0	14297	Fxn	chr19
2.31	-4.984	-4.578	0.407	-15.63	-14.02	0	0	0	0.99709	-1	-1	0	18719	Pip5k1b	chr19
3.28	-0.422	-0.532	-0.11	0	0	0	0.99729	0.99298	0.99989	0	0	0	68034	Fam122a	chr19
2.06	2.199	1.42	-0.779	1.39	0.51	0	0.10434	0.32085	0.63511	0	0	0	226040	Tmem252	chr19
5.85	1.592	2.475	0.883	2.24	5.51	0	0.02779	0.00029	0.67263	0	1	0	226041	Pgm5	chr19
3.07	0.078	-0.375	-0.452	0	0	0	0.99989	0.99857	0.99706	0	0	0	226043	Cbwd1	chr19
5.54	-5.303	-4.319	0.984	-18.92	-14.63	0	0	0	0.53428	-1	-1	0	76088	Dock8	chr19
0.42	0.487	-0.003	-0.49	0	0	0	0.9682	0.99996	0.97026	0	0	0	100042503	Gm3873	NA
5.58	0.212	0.677	0.465	0	0	0	0.99737	0.91802	0.98629	0	0	0	107351	Kank1	chr19
6.81	1.554	1.772	0.218	3.89	5.42	0	0.00233	0.00032	0.99985	1	1	0	67155	Smarca2	chr19
4.6	0.826	3.038	2.212	0	9.34	5.78	0.79927	1e-05	0.00021	0	1	1	22359	Vldlr	chr19
5.9	0.067	0.131	0.064	0	0	0	0.99999	0.99997	0.99999	0	0	0	52874	Pum3	chr19
4.63	-0.508	0.101	0.61	0	0	0	0.96665	0.99828	0.94126	0	0	0	19726	Rfx3	chr19
3.73	-0.936	-0.953	-0.017	0	0	0	0.6671	0.6256	0.99999	0	0	0	226075	Glis3	chr19
2.82	0.311	0.112	-0.199	0	0	0	0.99557	0.99931	0.99836	0	0	0	434460	Rps15a-ps2	NA
4.15	-6.393	-4.647	1.746	-18.11	-12.14	3.58	0	0	0.00365	-1	-1	0	20510	Slc1a1	chr19
3.82	-2.562	-2.541	0.02	-11.24	-11.18	0	0	0	1	-1	-1	0	74411	Plpp6	chr19
4.81	-0.084	0.179	0.263	0	0	0	0.99988	0.99967	0.99946	0	0	0	67072	Cdc37l1	chr19
6.78	0.136	-0.507	-0.642	0	0	0	0.99997	0.99877	0.99529	0	0	0	56248	Ak3	chr19
5.01	0.36	0.03	-0.33	0	0	0	0.99921	0.99998	0.99956	0	0	0	59028	Rcl1	chr19
7.01	-0.374	-1.16	-0.786	0	-0.62	0	0.98055	0.27531	0.80201	0	0	0	16452	Jak2	chr19
0.76	-2.418	-3.257	-0.839	-4.93	-8.13	0	0.00059	2e-05	0.7537	-1	-1	0	27356	Insl6	chr19
3.84	0.815	0.48	-0.336	0	0	0	0.87767	0.9969	0.99914	0	0	0	67759	Plgrkt	chr19
1.4	0.003	-0.877	-0.88	0	0	0	0.99973	0.64094	0.63743	0	0	0	60533	Cd274	chr19
6.2	0.209	0.712	0.503	0	0	0	0.99929	0.93784	0.99346	0	0	0	226089	Ric1	chr19
6.74	-0.413	-0.722	-0.309	0	0	0	0.9996	0.98064	0.99991	0	0	0	226090	Ermp1	chr19
5.93	0.071	0.456	0.385	0	0	0	0.99983	0.99395	0.99766	0	0	0	240613	9930021J03Rik	chr19
4.32	-0.422	-0.162	0.26	0	0	0	0.96933	0.99445	0.99076	0	0	0	240614	Ranbp6	chr19
5.81	-4.765	-6.251	-1.486	-9.01	-12.46	-1.49	1e-05	0	0.08749	-1	-1	0	77125	Il33	chr19
6.32	0.344	0.47	0.126	0	0	0	0.99988	0.99953	0.99999	0	0	0	109113	Uhrf2	chr19
-1.31	0.093	0.046	-0.047	0	0	0	0.99819	0.99928	0.99912	0	0	0	625917	Rpl31-ps20	NA
2.87	-2.394	-1.018	1.376	-6.24	-0.08	1.85	0.00013	0.47068	0.05105	-1	0	0	546723	Ppp1r2-ps3	chr19
4.7	1.501	3.616	2.115	1.64	7.57	3.34	0.07045	3e-05	0.00513	0	1	0	19091	Prkg1	chr19
5.09	-1.127	-0.902	0.225	-0.92	0	0	0.19297	0.74968	0.99984	0	0	0	83410	Cstf2t	chr19
4.28	-0.078	-0.602	-0.524	0	0	0	0.99991	0.9881	0.99543	0	0	0	54447	Asah2	chr19
6.69	-1.305	-3.294	-1.989	-1.48	-10.89	-5.06	0.08931	0	5e-04	0	-1	-1	208449	Sgms1	chr19
-0.19	-0.055	-1.114	-1.06	0	-0.36	-0.19	0.99516	0.36288	0.42734	0	0	0	67188	2700046G09Rik	chr19
4.4	0.282	-0.165	-0.447	0	0	0	0.99967	0.99991	0.99877	0	0	0	17330	Minpp1	chr19
2.72	-1.833	-2.062	-0.229	-2.55	-3.32	0	0.0173	0.00531	0.98847	0	-1	0	23972	Papss2	chr19
6.51	-0.102	-0.28	-0.178	0	0	0	0.99996	0.99975	0.99994	0	0	0	67979	Atad1	chr19
6.76	0.37	0.447	0.077	0	0	0	0.99809	0.99613	0.99993	0	0	0	19211	Pten	chr19
0.19	-1.137	-1.181	-0.044	-0.47	-0.64	0	0.32488	0.27163	0.99874	0	0	0	67795	Rnls	chr19
0.94	-4.881	-0.997	3.884	-9.35	0	7.96	1e-05	0.50341	2e-05	-1	0	1	78753	Lipm	chr19
0.2	-0.931	-0.869	0.062	0	0	0	0.55859	0.61134	0.98906	0	0	0	52024	Ankrd22	chr19
3.71	-0.725	-0.167	0.559	0	0	0	0.93393	0.99954	0.98859	0	0	0	76630	Stambpl1	chr19
7.52	6.977	8.083	1.106	16.06	18.65	0.32	0	0	0.3798	1	1	0	11475	Acta2	chr19
3.52	-0.044	1.229	1.272	0	0.89	1.09	0.99919	0.19972	0.15354	0	0	0	14102	Fas	chr19
-0.09	2.106	2.225	0.119	2.24	2.48	0	0.02787	0.01914	0.96687	0	0	0	12642	Ch25h	chr19
6.94	-4.723	-1.556	3.167	-12.22	-1.89	7.68	0	0.04787	3e-05	-1	0	1	16889	Lipa	chr19
2.42	0.717	2.25	1.532	0	4.81	2.05	0.87064	0.00068	0.03747	0	1	0	15958	Ifit2	chr19
1.69	-2.31	-1.066	1.244	-3.73	-0.18	0.77	0.00292	0.43026	0.23128	-1	0	0	15957	Ifit1	chr19
-0.57	-4.414	-3.744	0.67	-8.33	-6.63	0	2e-05	9e-05	0.86422	-1	-1	0	240638	Slc16a12	chr19
2.49	1.128	1.396	0.268	0.49	1.52	0	0.31877	0.08362	0.9872	0	0	0	75735	Pank1	chr19
2.15	1.485	1.874	0.389	1.99	3.56	0	0.04125	0.00371	0.97742	0	1	0	240641	Kif20b	chr19
3.22	0.568	0.703	0.134	0	0	0	0.97771	0.93243	0.99942	0	0	0	54364	Rpp30	chr19
0.1	3.573	3.811	0.238	3.24	3.6	0	0.00619	0.00366	0.89248	1	1	0	107765	Ankrd1	chr19
3.94	-0.049	0.412	0.461	0	0	0	0.99997	0.99869	0.99811	0	0	0	76073	Pcgf5	chr19
3.03	0.695	0.952	0.258	0	0	0	0.90856	0.58807	0.99618	0	0	0	226098	Hectd2	chr19
-0.15	-1.259	-0.532	0.727	-0.38	0	0	0.3628	0.76897	0.67236	0	0	0	53412	Ppp1r3c	chr19
8.56	0.582	0.137	-0.445	0	0	0	0.98384	0.99968	0.99721	0	0	0	74493	Tnks2	chr19
7.33	-0.22	0.163	0.383	0	0	0	0.99033	0.99363	0.98016	0	0	0	107182	Btaf1	chr19
3.41	-1.238	-0.485	0.753	-1.43	0	0	0.09475	0.99191	0.92212	0	0	0	208922	Cpeb3	chr19
6.22	-0.06	0.03	0.089	0	0	0	0.99998	0.99999	0.99998	0	0	0	69104	March5	chr19
-1.69	-3.195	-5.224	-2.029	-5.1	-10.33	-3.34	0.00048	0	0.00515	-1	-1	0	77059	4931408D14Rik	chr19
6.36	-0.161	-1.161	-1	0	-1.09	0	0.99979	0.15426	0.5005	0	0	0	15925	Ide	chr19
3.76	2.648	2.291	-0.357	8	6.62	0	2e-05	9e-05	0.99251	1	1	0	16551	Kif11	chr19
3.49	-2.176	-2.183	-0.006	-7.16	-7.26	0	5e-05	4e-05	1	-1	-1	0	107371	Exoc6	chr19
7.06	-0.834	-1.469	-0.635	0	-4.1	0	0.90928	0.00174	0.99546	0	-1	0	226101	Myof	chr19
2.67	2.993	2.598	-0.395	10.14	8.77	0	0	1e-05	0.99076	1	1	0	74107	Cep55	chr19
-0.09	-3.339	-5.096	-1.757	-3.41	-6.22	-1.58	0.00478	0.00014	0.07724	-1	-1	0	107221	Ffar4	chr19
-0.11	1.488	1.246	-0.242	1.01	0.54	0	0.1715	0.30351	0.93617	0	0	0	19662	Rbp4	chr19
1.75	0.977	0.407	-0.569	0	0	0	0.54209	0.99129	0.96227	0	0	0	70567	Fra10ac1	chr19
-3.07	5.199	6.17	0.971	5.75	7.07	0	0.00023	6e-05	0.53548	1	1	0	56839	Lgi1	chr19
3.65	0.861	1.202	0.341	0	0.92	0	0.72916	0.19185	0.99125	0	0	0	240660	Slc35g1	chr19
6.23	-0.183	1.397	1.58	0	1.92	3.01	0.99822	0.04537	0.0085	0	0	0	74055	Plce1	chr19
5.13	-0.043	0.398	0.441	0	0	0	0.99962	0.98964	0.98804	0	0	0	57753	Noc3l	chr19
3.73	-0.012	0.597	0.609	0	0	0	0.99999	0.98948	0.98908	0	0	0	209478	Tbc1d12	chr19
3.81	1.704	1.522	-0.181	3.88	2.99	0	0.00237	0.00877	0.99907	1	1	0	15201	Hells	chr19
5.72	-0.114	0.153	0.267	0	0	0	0.99626	0.99469	0.99058	0	0	0	54132	Pdlim1	chr19
4.86	4.201	5.021	0.82	13.52	16.43	0	0	0	0.75593	1	1	0	20411	Sorbs1	chr19
5.81	0.76	0.775	0.015	0	0	0	0.9537	0.94508	1	0	0	0	56454	Aldh18a1	chr19
3.52	0.144	-0.182	-0.326	0	0	0	0.99987	0.99985	0.99948	0	0	0	67590	Tctn3	chr19
5.97	1.476	3.003	1.527	1.59	6.47	1.81	0.07515	1e-04	0.05383	0	1	0	12495	Entpd1	chr19
2.52	0.083	0.354	0.271	0	0	0	0.99358	0.96002	0.97423	0	0	0	240665	Ccnj	chr19
4.25	-1.478	-1.615	-0.137	-1.75	-2.28	0	0.05917	0.02593	0.9969	0	0	0	72672	Zfp518a	chr19
-0.11	-3.3	-2.869	0.432	-6.34	-5.12	0	0.00012	0.00046	0.95951	-1	-1	0	17060	Blnk	chr19
8.88	-0.521	-0.893	-0.372	0	0	0	0.99365	0.74962	0.99898	0	0	0	107358	Tm9sf3	chr19
2.16	-5.188	-4.313	0.875	-11.33	-8.88	0	0	1e-05	0.69348	-1	-1	0	83490	Pik3ap1	chr19
3.91	0.466	0.176	-0.29	0	0	0	0.99865	0.99994	0.99982	0	0	0	627352	Morf4l1b	NA
3.07	-1.73	-1.296	0.434	-3.05	-1.23	0	0.00791	0.12622	0.98509	-1	0	0	212391	Lcor	chr19
3.95	-0.829	-0.542	0.287	0	0	0	0.83141	0.98726	0.99904	0	0	0	381224	Gm340	NA
2.77	2.245	2.466	0.221	5.6	6.65	0	0.00026	8e-05	0.99495	1	1	0	71085	Arhgap19	chr19
1.18	-2.097	-1.121	0.976	-4.52	-0.48	0	0.00098	0.32111	0.54307	-1	0	0	14296	Frat1	chr19
4.61	-1.905	-0.45	1.454	-3.38	0	1.81	0.00485	0.9605	0.05443	-1	0	0	212398	Frat2	chr19
6.63	0.418	-0.009	-0.426	0	0	0	0.99235	0.99996	0.99417	0	0	0	107094	Rrp12	chr19
3.73	1.543	0.886	-0.657	3.21	0	0	0.00629	0.75519	0.96331	1	0	0	18648	Pgam1	chr19
3.68	0.522	0.174	-0.348	0	0	0	0.98218	0.99915	0.99621	0	0	0	66583	Exosc1	chr19
4.17	0.112	-0.006	-0.118	0	0	0	0.9999	1	0.99992	0	0	0	74168	Zdhhc16	chr19
5.61	-0.34	-0.502	-0.162	0	0	0	0.99907	0.99567	0.99988	0	0	0	72199	Mms19	chr19
4.71	-0.793	-0.448	0.345	0	0	0	0.85501	0.99176	0.99738	0	0	0	226122	Ubtd1	chr19
1.08	-1.706	-0.819	0.887	-1.85	0	0	0.05126	0.67154	0.62241	0	0	0	67432	Hoga1	chr19
3.26	0.392	-0.651	-1.044	0	0	-0.25	0.99409	0.96059	0.40584	0	0	0	226123	Morn4	chr19
6.95	0.285	0.64	0.355	0	0	0	0.98834	0.89966	0.98683	0	0	0	84095	Pi4k2a	chr19
4.19	0.957	-0.732	-1.689	0	0	-3.22	0.5729	0.88467	0.00619	0	0	0	69534	Avpi1	chr19
4.22	2.373	2.035	-0.338	7.26	5.74	0	4e-05	0.00022	0.99601	1	1	0	277010	Marveld1	chr19
6.04	-0.429	-0.853	-0.424	0	0	0	0.99964	0.89644	0.99978	0	0	0	319740	Zfyve27	chr19
4.88	-1.498	-1.638	-0.141	-2.57	-3.33	0	0.01659	0.00526	0.99949	0	-1	0	52013	R3hcc1l	chr19
1.58	-0.648	-1.901	-1.253	0	-2.2	-0.64	0.77664	0.02986	0.26963	0	0	0	67573	Loxl4	chr19
4.4	-3.293	-3.312	-0.019	-13.42	-13.58	0	0	0	0.99999	-1	-1	0	74580	Pyroxd2	chr19
4.07	0.064	-1.047	-1.111	0	-0.38	-0.92	0.99997	0.35643	0.1935	0	0	0	192236	Hps1	chr19
-3.08	5.729	5.83	0.101	8.32	8.5	0	2e-05	2e-05	0.96294	1	1	0	545291	Hpse2	chr19
5.8	-1.657	-2.78	-1.123	-2.16	-5.86	-0.44	0.03139	0.00019	0.335	0	-1	0	14718	Got1	chr19
4.76	-0.544	-0.605	-0.061	0	0	0	0.99416	0.98918	0.99997	0	0	0	246696	Slc25a28	chr19
3.41	0.047	-1.311	-1.359	0	-1.62	-1.87	0.99959	0.07175	0.04946	0	0	0	93685	Entpd7	chr19
4.18	0.051	-0.659	-0.71	0	0	0	0.99967	0.94525	0.92083	0	0	0	226139	Cox15	chr19
1.79	-0.334	-0.281	0.053	0	0	0	0.99036	0.99381	0.9994	0	0	0	66388	Cutc	chr19
5.26	-1.703	-1.35	0.353	-2.76	-1.37	0	0.01237	0.10335	0.98802	0	0	0	71972	Dnmbp	chr19
5.49	-0.937	-0.788	0.149	0	0	0	0.65167	0.89477	0.99983	0	0	0	226144	Erlin1	chr19
6.12	-0.449	-0.042	0.408	0	0	0	0.98658	0.99969	0.99276	0	0	0	12675	Chuk	chr19
3.47	-0.696	-0.384	0.312	0	0	0	0.97411	0.99917	0.99969	0	0	0	72502	Cwf19l1	chr19
2.64	-0.636	-0.706	-0.07	0	0	0	0.92493	0.88801	0.99931	0	0	0	73689	Bloc1s2	chr19
0.57	-4.132	-2.48	1.652	-8.62	-3.92	2.3	1e-05	0.00223	0.02542	-1	-1	0	30049	Scd3	chr19
6.73	0.969	-0.298	-1.267	0	0	-1.8	0.57528	0.99884	0.05503	0	0	0	20250	Scd2	chr19
-0.37	0.428	2.06	1.632	0	3.13	1.86	0.95049	0.00703	0.05031	0	1	0	329065	Scd4	chr19
8.28	-4.465	-2.521	1.944	-10.59	-4.79	3.05	0	7e-04	0.00801	-1	-1	0	20249	Scd1	chr19
3.01	-2.045	-0.233	1.812	-4.41	0	3.56	0.00115	0.99229	0.00371	-1	0	0	240667	Sec31b	chr19
5.84	0.252	-0.18	-0.431	0	0	0	0.99968	0.99984	0.99881	0	0	0	67264	Ndufb8	chr19
6.39	-0.511	-0.319	0.192	0	0	0	0.9983	0.99978	0.99996	0	0	0	319594	Hif1an	chr19
5.39	-0.65	-0.241	0.409	0	0	0	0.96329	0.99898	0.99695	0	0	0	226151	Fam178a	chr19
3.54	1.385	3.039	1.654	1.84	8.68	2.79	0.05151	1e-05	0.01181	0	1	0	26456	Sema4g	chr19
4.19	-0.391	-0.695	-0.304	0	0	0	0.99669	0.95067	0.99891	0	0	0	94067	Mrpl43	chr19
5.03	0.123	-1.253	-1.376	0	-0.93	-1.43	0.99469	0.18939	0.09585	0	0	0	226153	Twnk	chr19
6.62	-0.828	-0.796	0.033	0	0	0	0.86049	0.8974	0.99998	0	0	0	226154	Lzts2	chr19
2.78	0.267	0.325	0.058	0	0	0	0.99774	0.99678	0.99974	0	0	0	100503041	Pdzd7	chr19
5.91	-0.593	-0.518	0.075	0	0	0	0.99243	0.99677	0.99998	0	0	0	94280	Sfxn3	chr19
1	2.242	2.115	-0.127	4.73	4.51	0	0.00075	0.001	0.99493	1	1	0	107250	Kazald1	chr19
4.81	0.333	-0.302	-0.635	0	0	0	0.99914	0.99947	0.98571	0	0	0	12234	Btrc	chr19
-1.17	-5.587	-2.859	2.728	-7.1	-2.71	3.66	6e-05	0.01364	0.00327	-1	0	0	100503332	Gm19639	NA
2.85	-0.169	-0.204	-0.035	0	0	0	0.9925	0.99113	0.99888	0	0	0	56626	Poll	chr19
3.63	0.073	-0.28	-0.353	0	0	0	0.99988	0.99925	0.99864	0	0	0	226162	Dpcd	chr19
4.52	-1.072	-0.476	0.596	-0.41	0	0	0.34638	0.9909	0.97986	0	0	0	30838	Fbxw4	chr19
3.76	0.673	0.863	0.19	0	0	0	0.96199	0.79329	0.99955	0	0	0	18150	Npm3	chr19
7.63	-0.551	-0.494	0.057	0	0	0	0.98367	0.99001	0.99989	0	0	0	76055	Mgea5	chr19
